Borough,NTAName,SiteName,SiteAddr,Open_Month,Day_Hours,Notes,Text
Manhattan,Upper West Side-Manhattan Valley,SE Broadway & W 109 St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Upper West Side-Manhattan Valley: SE Broadway & W 109 St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Manhattanville-West Harlem,NW West 126th St & Morningside Ave,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Manhattanville-West Harlem: NW West 126th St & Morningside Ave located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Queens,Jamaica,King Manor Museum,"150-03 Jamaica Ave, Jamaica, NY 11432",Year Round,"Friday and Saturday (Start Time: Friday 10 AM; Saturday 9:30 - End Time:  Friday 4:00 PM, Saturday 2:30 PM)",,"Queens, Jamaica: King Manor Museum located at 150-03 Jamaica Ave, Jamaica, NY 11432. Open: Year Round during Friday and Saturday (Start Time: Friday 10 AM; Saturday 9:30 - End Time:  Friday 4:00 PM, Saturday 2:30 PM). Notes: "
Manhattan,Upper West Side-Lincoln Square,NW CO  9th Ave & West 59th Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Upper West Side-Lincoln Square: NW CO  9th Ave & West 59th Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Hamilton Heights-Sugar Hill,145th St Food Scrap Drop-off,145th St & Edgecombe Ave,Year Round,Thursday (Start Time: 7:30 AM - End Time:  12:00 PM),,"Manhattan, Hamilton Heights-Sugar Hill: 145th St Food Scrap Drop-off located at 145th St & Edgecombe Ave. Open: Year Round during Thursday (Start Time: 7:30 AM - End Time:  12:00 PM). Notes: "
Brooklyn,East New York (North),East New York Farms: Nehemiah Ten Community Garden,"565 Barbey St, Brooklyn, NY 11207",Year Round,Sunday from 9am - 3pm; Monday from 6:30pm - 8pm; Tuesday from 6:30pm - 8pm; Friday from 6:30pm - 8pm; Saturday from 8am - 2pm (Start Time: Sunday from 9am - 3pm; Monday from 6:30pm - 8pm; Tu,,"Brooklyn, East New York (North): East New York Farms: Nehemiah Ten Community Garden located at 565 Barbey St, Brooklyn, NY 11207. Open: Year Round during Sunday from 9am - 3pm; Monday from 6:30pm - 8pm; Tuesday from 6:30pm - 8pm; Friday from 6:30pm - 8pm; Saturday from 8am - 2pm (Start Time: Sunday from 9am - 3pm; Monday from 6:30pm - 8pm; Tu. Notes: "
Manhattan,Washington Heights (South),SW Amsterdam Avenue & West 160th Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Washington Heights (South): SW Amsterdam Avenue & West 160th Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Upper West Side (Central),SW W 89 St & Amsterdam Ave,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Upper West Side (Central): SW W 89 St & Amsterdam Ave located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Crown Heights (North),NW New York Avenue & Prospect Place,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Crown Heights (North): NW New York Avenue & Prospect Place located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Bedford-Stuyvesant (West),NE Bedford Avenue & Madison Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bedford-Stuyvesant (West): NE Bedford Avenue & Madison Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Bronx,Belmont,NW East 183rd Street & Washington Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Bronx, Belmont: NW East 183rd Street & Washington Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,West Village,SW Hudson St & Christopher St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, West Village: SW Hudson St & Christopher St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,The Evergreens Cemetery,Aberdeen Community Garden,"91 Aberdeen St, Brooklyn, 11207",Year Round,"Sunday (Start Time: 1:00 PM - End Time:  December-February 4:00 PM, March-November 5:00 PM)",,"Brooklyn, The Evergreens Cemetery: Aberdeen Community Garden located at 91 Aberdeen St, Brooklyn, 11207. Open: Year Round during Sunday (Start Time: 1:00 PM - End Time:  December-February 4:00 PM, March-November 5:00 PM). Notes: "
Manhattan,East Midtown-Turtle Bay,NW of Lexington Ave & E 48 St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, East Midtown-Turtle Bay: NW of Lexington Ave & E 48 St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Bronx,University Heights (South)-Morris Heights,SE West Tremont Avenue & University Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Bronx, University Heights (South)-Morris Heights: SE West Tremont Avenue & University Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Stuyvesant Town-Peter Cooper Village,SW Ave C & E 18 St,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Stuyvesant Town-Peter Cooper Village: SW Ave C & E 18 St located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Financial District-Battery Park City,NW 1ST PL & Little West St.,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Financial District-Battery Park City: NW 1ST PL & Little West St. located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Dyker Heights,Lief Ericson Park Food Scrap Drop-off Site,Fort Hamilton Pkwy b/t 66 & 67 Sts,Year Round,Wednesdays (Start Time: 8:30 AM - End Time:  12:30 PM),,"Brooklyn, Dyker Heights: Lief Ericson Park Food Scrap Drop-off Site located at Fort Hamilton Pkwy b/t 66 & 67 Sts. Open: Year Round during Wednesdays (Start Time: 8:30 AM - End Time:  12:30 PM). Notes: "
Queens,Queensbridge-Ravenswood-Dutch Kills,SE 40th Avenue & 10th Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Queens, Queensbridge-Ravenswood-Dutch Kills: SE 40th Avenue & 10th Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Harlem (North),SW W 143 St & Adam Clayton Powell Jr Blvd,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Manhattan, Harlem (North): SW W 143 St & Adam Clayton Powell Jr Blvd located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Bronx,Parkchester,Parkchester Greenmarket,Westchester Ave and White Plains Rd.,Year Round,Friday (Start Time: 8:00 AM - End Time:  12:00 PM),"No meat, bones, or dairy","Bronx, Parkchester: Parkchester Greenmarket located at Westchester Ave and White Plains Rd.. Open: Year Round during Friday (Start Time: 8:00 AM - End Time:  12:00 PM). Notes: No meat, bones, or dairy"
Brooklyn,Bushwick (East),NE Bushwick Avenue & Palmetto Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bushwick (East): NE Bushwick Avenue & Palmetto Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Bedford-Stuyvesant (East),NE Lewis Avenue & Putnam Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bedford-Stuyvesant (East): NE Lewis Avenue & Putnam Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Brooklyn,Bushwick (West),NW Central Avenue & Hart Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Brooklyn, Bushwick (West): NW Central Avenue & Hart Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Queens,Astoria (Central),NE 31st Avenue & 37th Street,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Queens, Astoria (Central): NE 31st Avenue & 37th Street located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,Roosevelt Island Farmers Market,"543 Main St, New York, NY 10044",Year Round,Saturday (Start Time: 9:00 AM - End Time:  2:00 PM),,"Manhattan, Upper East Side-Lenox Hill-Roosevelt Island: Roosevelt Island Farmers Market located at 543 Main St, New York, NY 10044. Open: Year Round during Saturday (Start Time: 9:00 AM - End Time:  2:00 PM). Notes: "
Manhattan,Chelsea-Hudson Yards,Hudson River Park's Chelsea Waterside Park at W. 23rd St.,Chelsea Waterside Park near the playground,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,"Manhattan, Chelsea-Hudson Yards: Hudson River Park's Chelsea Waterside Park at W. 23rd St. located at Chelsea Waterside Park near the playground. Open: Year Round during Every day (Start Time: 7:00 AM - End Time:  7:00 PM). Notes: "
Bronx,Norwood,NE East Mosholu Parkway North & Van Cortlandt Avenue,Address Not Provided,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!","Bronx, Norwood: NE East Mosholu Parkway North & Van Cortlandt Avenue located at Address Not Provided. Open: Year Round during 24/7. Notes: Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"
Manhattan,Hamilton Heights-Sugar Hill,Jenny's Garden,699 West 138th Street,Year Round,Sunday (Start Time: 12:00 PM - End Time:  1:00 PM),"Year Round: check social media for open hour updates + November - March only open on Saturday 11-12pm. ""WEATHER PERMITTING! Check IG/FB for weekend updates.  Please DO NOT leave bags of food scraps by gate when the garden is closed.  Remember to remove p","Manhattan, Hamilton Heights-Sugar Hill: Jenny's Garden located at 699 West 138th Street. Open: Year Round during Sunday (Start Time: 12:00 PM - End Time:  1:00 PM). Notes: Year Round: check social media for open hour updates + November - March only open on Saturday 11-12pm. ""WEATHER PERMITTING! Check IG/FB for weekend updates.  Please DO NOT leave bags of food scraps by gate when the garden is closed.  Remember to remove p"
